"VehicleID","StyleID","FranchiseID","StockNumber","VIN","NewUsed","StockDate","CreateDate","UpdateDate","vYear","vMake","vModel","vTrim","vTrimExtended","vType","vDoors","vMileage","vInternetPrice","BaseListPrice","vExteriorColor","vInteriorColor","vEngine","vDisplacement","vTransmission","SID","Updated","FranchiseSource","Photo_URL","vDescription"
2466755,"100809623","0","G281","2C3KA63H37H898162","N",2007-09-19 00:00:00,2007-09-19 00:00:00,2007-12-17 13:51:46,"2007","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","8",36545,"38565","SILVER","Not Given","8","5.7L V8  SFI","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
2695400,"0","0","H039","2C3KA63H58H126277","N",2007-10-18 00:00:00,2007-10-18 00:00:00,2007-12-17 13:51:46,"2008","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","10",36630,"36630","STEEL BLUE","Not Given","8","5.7L V8  SFI OHV  16V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI OHV  16V,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2801528,"0","0","H068","2C3KA63H58H133469","N",2007-11-02 00:00:00,2007-11-02 00:00:00,2007-12-17 13:51:48,"2008","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","7",37610,"37610","DARK TITANIUM","Not Given","8","5.7L V8  SFI OHV  16V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI OHV  16V,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2855656,"100809621","0","1.03420","2C3KA63H87H670755","U",2007-11-09 00:00:00,2007-11-09 00:00:00,2007-12-17 13:51:19,"2007","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","25804",29995,"29995","SILVER","Not Given","8","5.7L V8  SFI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2C3KA63H87H670755_1.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_2.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_3.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_4.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_5.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_6.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_7.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_8.jpg||http://vehimages.carpod.net/images/2C3KA63H87H670755_9.jpg","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
2644171,"","0","H033","2C3KK53G28H115784","N",2007-10-13 00:00:00,2007-10-13 00:00:00,2007-12-17 13:51:46,"2008","CHRYSLER","CHRYSLER 300","300 TOURING AWD","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","30",33070,"33070","TITANIUM","Not Given","6","3.5L V6  SFI SOHC 24V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,AWD,3.5L V6  SFI SOHC 24V,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2120107,"100809632","0","1.70248","2C3KK53G67H851786","N",2007-07-26 00:00:00,2007-07-26 00:00:00,2007-12-17 13:51:17,"2007","CHRYSLER","CHRYSLER 300","300 TOURING AWD","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","4",35610,"35610","STEEL BLUE METALLIC","Not Given","6","3.5L V6  FI       24V","A","451280",False,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,AWD,3.5L V6  FI       24V,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2877859,"0","0","H085","2C3KK63H18H155062","N",2007-11-13 00:00:00,2007-11-13 00:00:00,2007-12-17 13:51:49,"2008","CHRYSLER","CHRYSLER 300","300C AWD","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","5",41850,"41850","STEEL BLUE","Not Given","8","3.3L V6  SFI OHV  12V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,AWD,3.3L V6  SFI OHV  12V,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2855663,"100809621","0","1.03419","2C3KK63H37H729790","U",2007-11-09 00:00:00,2007-11-09 00:00:00,2007-12-17 13:51:19,"2007","CHRYSLER","CHRYSLER 300","300C AWD","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","29983",31995,"31995","SILVER","Not Given","8","5.7L V8  SFI","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,AWD,5.7L V8  SFI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
1520532,"100532629","0","8964","2C3KK63H46H294941","U",2007-04-11 00:00:00,2007-04-11 00:00:00,2007-12-17 13:51:42,"2006","CHRYSLER","CHRYSLER 300","300C AWD","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","29802",25748,"30995","SILVER","Not Given","8","5.7L V8  FI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2C3KK63H46H294941_1.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_2.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_3.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_4.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_5.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_6.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_7.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_8.jpg||http://vehimages.carpod.net/images/2C3KK63H46H294941_9.jpg","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,AWD,5.7L V8  FI,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2712930,"0","0","1.80048","2C3LA63H58H120371","N",2007-10-21 00:00:00,2007-10-21 00:00:00,2007-12-17 13:51:19,"2008","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","4",41200,"41200","BRIGHT SILVER","Not Given","8","5.7L V8  SFI OHV  16V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI OHV  16V,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2894985,"0","0","H095","2C3LA63H58H139129","N",2007-11-15 00:00:00,2007-11-15 00:00:00,2007-12-17 13:51:49,"2008","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","4",41555,"41555","VANILLA","Not Given","8","5.7L V8  SFI OHV  16V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI OHV  16V,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2877857,"0","0","H086","2C3LA63H68H137812","N",2007-11-13 00:00:00,2007-11-13 00:00:00,2007-12-17 13:51:48,"2008","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","6",40830,"40830","INF RED","Not Given","8","5.7L V8  SFI OHV  16V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI OHV  16V,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2801531,"0","0","H069","2C3LA63H88H133468","N",2007-11-02 00:00:00,2007-11-02 00:00:00,2007-12-17 13:51:48,"2008","CHRYSLER","CHRYSLER 300","300C","SEDAN 4 DOOR","MEDIUM LEVEL MIDSIZE CAR","4","7",42675,"42675","BRILLIANT BLACK","Not Given","8","5.7L V8  SFI OHV  16V","A","451280",True,"RamDMSi","","MEDIUM LEVEL MIDSIZE CAR,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  SFI OHV  16V,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2723848,"100394676","0","1.03388","2C4GF684X5R671826","U",2007-10-23 00:00:00,2007-10-23 00:00:00,2007-12-17 13:51:19,"2005","CHRYSLER","PACIFICA","TOURING","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","33790",20995,"20995","BLUE","Not Given","6","3.5L V6  FI       24V","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2C4GF684X5R671826_1.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_2.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_3.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_4.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_5.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_6.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_7.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_8.jpg||http://vehimages.carpod.net/images/2C4GF684X5R671826_9.jpg","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,AWD,3.5L V6  FI       24V,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1339214,"100473924","0","101567","2C4GM48L25R382036","U",2007-03-07 00:00:00,2007-03-07 00:00:00,2007-12-17 13:51:14,"2005","CHRYSLER","PACIFICA"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","27644",17995,"24995","GOLD","Not Given","6","3.8L V6  SFI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2C4GM48L25R382036_1.jpg||http://vehimages.carpod.net/images/2C4GM48L25R382036_2.jpg||http://vehimages.carpod.net/images/2C4GM48L25R382036_3.jpg||http://vehimages.carpod.net/images/2C4GM48L25R382036_4.jpg||http://vehimages.carpod.net/images/2C4GM48L25R382036_5.jpg||http://vehimages.carpod.net/images/2C4GM48L25R382036_6.jpg||http://vehimages.carpod.net/images/2C4GM48L25R382036_7.jpg||http://vehimages.carpod.net/images/2C4GM48L25R382036_8.jpg","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,FWD,3.8L V6  SFI,6CYL,ABS STANDARDPOW STEERING,POW WINDOWS,"
2957973,"100385038","0","4058","2C4GP44R45R398448","U",2007-11-25 00:00:00,2007-11-25 00:00:00,2007-12-17 13:51:40,"2005","CHRYSLER","TOWN  COUNTRY","LX","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","47346",11922,"12995","BLUE","Not Given","6","3.3L V6  SFI OHV","A","451280",False,"RamDMSi","","PASSENGER MINIVAN,AUTO TRANS,OPTIONAL:U,FWD,3.3L V6  SFI OHV,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
3091588,"100000735","0","W3251","2C4GP74L01R395232","U",2007-12-11 00:00:00,2007-12-11 00:00:00,2007-12-17 13:52:06,"2001","CHRYSLER","TOWN  COUNTRY","EX","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","84523",6995,"99999","CHAMPAGNE","Not Given","6","3.8L V6  SFI OHV  12V","A","451280",False,"RamDMSi","","PASSENGER MINIVAN,AUTO TRANS,OPTIONAL:U,FWD,3.8L V6  SFI OHV  12V,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354000,"100380760","0","E1271","2D4FV48V85H647660","N",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:26,"2005","DODGE","MAGNUM","SXT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","51",24810,"30555","RED","Not Given","6","3.5L V6  MPI","A","451280",True,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,RWD,3.5L V6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1963918,"100274703","0","W3108","2CNBJ134X46902433","U",2007-06-28 00:00:00,2007-06-28 00:00:00,2007-12-17 13:51:53,"2004","CHEVROLET","TRACKER"," ","WAGON 4 DOOR","MINI SPORT UTILITY VEHICLE","4","43949",10995,"13495","WHITE","Not Given","6","2.5L V6  MPI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2CNBJ134X46902433_1.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_2.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_3.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_4.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_5.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_6.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_7.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_8.jpg||http://vehimages.carpod.net/images/2CNBJ134X46902433_9.jpg","MINI SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,2.5L V6  MPI,6CYL,N,AIR COND,POW STEERING,"
2310767,"100169632","0","3974","2CNBJ734336907362","U",2007-08-24 00:00:00,2007-08-24 00:00:00,2007-12-17 13:51:23,"2003","CHEVROLET","TRACKER","ZR2","WAGON 4 DOOR","MINI SPORT UTILITY VEHICLE","4","51533",9177,"11995","BLACK","Not Given","6","2.5L V6  MPI DOHC","M","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2CNBJ734336907362_1.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_2.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_3.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_4.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_5.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_6.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_7.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_8.jpg||http://vehimages.carpod.net/images/2CNBJ734336907362_9.jpg","MINI SPORT UTILITY VEHICLE,MANUAL TRANS,OPTIONAL:A,4X4,2.5L V6  MPI DOHC,6CYL,N,AIR COND,POW STEERING,POW WINDOWS,"
2261255,"100563729","0","5.00128","2CNDL73F366145031","U",2007-08-16 00:00:00,2007-08-16 00:00:00,2007-12-17 13:52:10,"2006","CHEVROLET","EQUINOX","LT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","24745",17955,"22955","RED","Not Given","6","3.4L V6  SFI","U","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2CNDL73F366145031_1.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_2.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_3.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_4.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_5.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_6.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_7.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_8.jpg||http://vehimages.carpod.net/images/2CNDL73F366145031_9.jpg","SPORT UTILITY VEHICLE,OPTIONAL:U,AWD,3.4L V6  SFI,6CYL,O,AIR COND,POW STEERING,POW WINDOWS,"
2907221,"100809424","0","4055","2D4GP44L37R188165","U",2007-11-16 00:00:00,2007-11-16 00:00:00,2007-12-17 13:51:39,"2007","DODGE","CARAVAN","GRAND  SXT","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","29277",22966,"22995","SILVER","Not Given","6","3.8L V6  SFI","A","451280",False,"RamDMSi","","PASSENGER MINIVAN,AUTO TRANS,OPTIONAL:U,FWD,3.8L V6  SFI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1949120,"100385998","0","5.00107","2D4GP44L75R239390","U",2007-06-26 00:00:00,2007-06-26 00:00:00,2007-12-17 13:52:11,"2005","DODGE","CARAVAN","GRAND  SXT","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","34589",13955,"17995","WHITE","Not Given","6","3.8L V6  SFI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2D4GP44L75R239390_1.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_2.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_3.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_4.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_5.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_6.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_7.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_8.jpg||http://vehimages.carpod.net/images/2D4GP44L75R239390_9.jpg","PASSENGER MINIVAN,AUTO TRANS,OPTIONAL:U,FWD,3.8L V6  SFI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1598234,"100531256","0","F1036","2D4GV57236H204349","N",2007-04-26 00:00:00,2007-04-26 00:00:00,2007-12-17 13:51:27,"2006","DODGE","MAGNUM","R/T","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","6",25154,"31505","SILVER","Not Given","8","5.7L V8","A","451280",True,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354012,"100531257","0","F1005","2D8FV47V86H126116","N",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:26,"2006","DODGE","MAGNUM","SXT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","18",21550,"32315","SILVER","Not Given","6","3.5L V6           24V","U","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,OPTIONAL:U,RWD,3.5L V6           24V,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354013,"100380760","0","E1521","2D8FV48V55H518015","N",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:26,"2005","DODGE","MAGNUM","SXT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","0",23886,"28350","MINERAL GRAY","Not Given","6","3.5L V6  MPI","A","451280",True,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,RWD,3.5L V6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354014,"100380760","0","E1019","2D8FV48V65H151366","N",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:26,"2005","DODGE","MAGNUM","SXT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","179",24865,"29885","INFRERNO RED","Not Given","6","3.5L V6  MPI","A","451280",True,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,RWD,3.5L V6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
3131426,"100531256","0","77777","2D8GV57236H293872","U",2007-12-16 00:00:00,2007-12-16 00:00:00,2007-12-17 13:51:23,"2006","DODGE","MAGNUM","R/T","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","5156",0,"35480","BLACK","Not Given","8","5.7L V8","U","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,OPTIONAL:U,RWD,5.7L V8,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354016,"100531256","0","F1056","2D8GV57286H248975","N",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:26,"2006","DODGE","MAGNUM","R/T","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","7",25350,"35370","SILVER","Not Given","8","5.7L V8","U","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,OPTIONAL:U,RWD,5.7L V8,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354017,"100531256","0","F1073","2D8GV572X6H248976","N",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:26,"2006","DODGE","MAGNUM","R/T","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","9",25350,"35595","INFERNO RED","Not Given","8","5.7L V8","U","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,OPTIONAL:U,RWD,5.7L V8,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354018,"100380761","0","E1287","2D8GV58215H682779","N",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:26,"2005","DODGE","MAGNUM","R/T","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","6",24241,"34000","MIDNIGHT BLUE","Not Given","8","5.7L V8","A","451280",True,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
3079939,"0","0","H1086","2D8HN54P78R673492","N",2007-12-08 00:00:00,2007-12-08 00:00:00,2007-12-17 13:51:41,"2008","DODGE","CARAVAN","GRAND  SXT","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","6",32815,"32815","MARATHON BLUE","Not Given","6","3.8L V6  SFI OHV","U","451280",False,"RamDMSi","","PASSENGER MINIVAN,OPTIONAL:U,FWD,3.8L V6  SFI OHV,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
3079941,"0","0","H1084","2D8HN54X68R147824","N",2007-12-08 00:00:00,2007-12-08 00:00:00,2007-12-17 13:51:41,"2008","DODGE","CARAVAN","GRAND  SXT","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","4",36490,"36490","STONE WHITE","Not Given","6","4.0L V6  SFI SOHC","U","451280",False,"RamDMSi","","PASSENGER MINIVAN,OPTIONAL:U,FWD,4.0L V6  SFI SOHC,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
3111968,"0","0","H1088","2D8HN54X88R645426","N",2007-12-14 00:00:00,2007-12-14 00:00:00,2007-12-17 13:51:41,"2008","DODGE","CARAVAN","GRAND  SXT","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","7",0,"40200","INFERNO RED","Not Given","6","4.0L V6  SFI SOHC","U","451280",False,"RamDMSi","","PASSENGER MINIVAN,OPTIONAL:U,FWD,4.0L V6  SFI SOHC,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
3079940,"0","0","H1085","2D8HN54XX8R645427","N",2007-12-08 00:00:00,2007-12-08 00:00:00,2007-12-17 13:51:41,"2008","DODGE","CARAVAN","GRAND  SXT","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","9",36985,"36985","MODERN BLUE PEARL","Not Given","6","4.0L V6  SFI SOHC","U","451280",False,"RamDMSi","","PASSENGER MINIVAN,OPTIONAL:U,FWD,4.0L V6  SFI SOHC,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2208467,"100289133","0","W3144","2FMDA58224BB04524","U",2007-08-08 00:00:00,2007-08-08 00:00:00,2007-12-17 13:51:52,"2004","FORD","FREESTAR","LIMITED","SPORT VAN","PASSENGER MINIVAN","UNKNOWN","20451",16995,"16995","WHITE","TAN","6","4.2L V6  FI  SOHC","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2FMDA58224BB04524_1.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_2.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_3.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_4.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_5.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_6.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_7.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_8.jpg||http://vehimages.carpod.net/images/2FMDA58224BB04524_9.jpg","PASSENGER MINIVAN,AUTO TRANS,OPTIONAL:U,FWD,4.2L V6  FI  SOHC,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
3079937,"9262","0","1.03458","2FMZA5149YBC29107","U",2007-12-08 00:00:00,2007-12-08 00:00:00,2007-12-17 13:51:22,"2000","FORD","WINDSTAR","LX","EXTENDED SPORT VAN","PASSENGER MINIVAN","UNKNOWN","65578",0,"23965","RED","Not Given","6","3.8L V6  SFI","A","451280",False,"RamDMSi","","PASSENGER MINIVAN,AUTO TRANS,OPTIONAL:U,FWD,3.8L V6  SFI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2227608,"5773","0","3961","2FTHF26G8NCA19218","U",2007-08-11 00:00:00,2007-08-11 00:00:00,2007-12-17 13:51:23,"1992","FORD","LGT CONVTNL F","F250","PICKUP","FULLSIZE PICKUP","UNKNOWN","137479",3550,"6995","BLUE","Not Given","8","7.5L V8  FI","M","451280",True,"RamDMSi","","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:M,4X4,7.5L V8  FI,8CYL,ABS STANDARDPOW STEERING,"
2246984,"5773","0","W3081","2FTHF26G9NCA48579","U",2007-08-15 00:00:00,2007-08-15 00:00:00,2007-12-17 13:51:53,"1992","FORD","LGT CONVTNL F","F250","PICKUP","FULLSIZE PICKUP","UNKNOWN","0",4500,"4995","BROWN","Not Given","8","7.5L V8  FI","M","451280",True,"RamDMSi","http://vehimages.carpod.net/images/2FTHF26G9NCA48579_1.jpg||http://vehimages.carpod.net/images/2FTHF26G9NCA48579_2.jpg||http://vehimages.carpod.net/images/2FTHF26G9NCA48579_3.jpg||http://vehimages.carpod.net/images/2FTHF26G9NCA48579_4.jpg||http://vehimages.carpod.net/images/2FTHF26G9NCA48579_5.jpg||http://vehimages.carpod.net/images/2FTHF26G9NCA48579_6.jpg||http://vehimages.carpod.net/images/2FTHF26G9NCA48579_7.jpg","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:M,4X4,7.5L V8  FI,8CYL,ABS STANDARDPOW STEERING,"
3133960,"9781","0","1.03465","2FTRX18L5YCA52137","U",2007-12-16 00:00:00,2007-12-16 00:00:00,2007-12-17 13:51:23,"2000","FORD","LGT CONVTNL F","F150","4 DOOR EXT CAB PK","FULLSIZE PICKUP","4","111013",0,"12995","SILVER","Not Given","8","5.4L V8  PFI SOHC 16V","M","451280",False,"RamDMSi","","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:A,4X4,5.4L V8  PFI SOHC 16V,8CYL,ABS STANDARDPOW STEERING,"
3103163,"9781","0","5.00406","2FTRX18L7YCB10555","U",2007-12-13 00:00:00,2007-12-13 00:00:00,2007-12-17 13:52:25,"2000","FORD","LGT CONVTNL F","F150","4 DOOR EXT CAB PK","FULLSIZE PICKUP","4","52273",16955,"16995","DARK RED","Not Given","8","5.4L V8  PFI SOHC 16V","M","451280",False,"RamDMSi","","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:A,4X4,5.4L V8  PFI SOHC 16V,8CYL,ABS STANDARDPOW STEERING,"
3056182,"","0","W3243","2G1FP22K2Y2113032","U",2007-12-06 00:00:00,2007-12-06 00:00:00,2007-12-17 13:52:06,"2000","CHEVROLET","CAMARO"," ","COUPE","BASIC SPORTY CAR","UNKNOWN","108421",0,"5000","Not Given","Not Given","6","3.8L V6  MPI OHV  12V","A","451280",False,"RamDMSi","","BASIC SPORTY CAR,AUTO TRANS,OPTIONAL:M,RWD,3.8L V6  MPI OHV  12V,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
